edad,comentario,lugar,genero,comentario_cleaned,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4,prob_topico_5,prob_topico_6,topico_dominante
30,"salamanca es una ciudad que he visitado desde hace muchos anos por estudios, recreacion y para hacer compras. ahi viven algunos de mis familiares y amigos y eso me hace tener una buena impresion de la ciudad. sin embargo, tambien creo que, lamentablemente, los temas de la contaminacion y la inseguridad han afectado su imagen y, por ejemplo, ya no se tiene tanta confianza para visitar zonas turisticas a las afueras de la ciudad.",valle de santiago,hombre,salamanca ciudad visitar ano estudio recreacion compra vivir familiar amigo impresion ciudad lamentablemente tema contaminacion inseguridad afectar imagen ejemplo tanto confianza visitar zona turistica afuera ciudad,0.0027498954865153974,0.002748147607600706,0.0027489522712008736,0.9834994555553079,0.00275312482181537,0.002750217380884602,0.002750206876675234,3
19,desconozco la mayoria de aspectos que se preguntan en esta encuesta ya que nunca he visitado el centro,abasolo,hombre,desconocer mayoria aspecto preguntar encuesta visitar centro,0.010210429226682038,0.010208271264324756,0.9387373846874271,0.01021855220771088,0.010213683738284154,0.010204120784594933,0.010207558090976187,2
18,"llevo poco tiempo viviendo aqui, por lo general evito salir por la inseguridad.",michoacan,mujer,llevar tiempo vivir general evito salir inseguridad,0.01021452853664087,0.010206294030145363,0.01020494987517388,0.010206711563138234,0.010212491053068,0.9387467343058216,0.010208290636012076,5
20,es un lugar un poco inseguro,salamanca,mujer,lugar inseguro,0.7856157682019635,0.03572664800537435,0.0357221380974226,0.0357169068068606,0.03572495586150076,0.03571432512340341,0.03577925790347466,0
20,"es una ciudad bastante insegura, la visito por la universidad y de vez en cuando asisto a lugares concurridos con mis amigos para disfrutar. sin embargo no tiene lugares atractivos para pasar el rato. es una ciudad muy contaminada y siempre se ve mucho humo saliendo de las empresas de pemex. no tiene destinos turisticos que valgan la pena. le tengo carino por mis amigos y familiares que viven ahi.",irapuato,hombre,ciudad inseguro visito universidad asisto lugar concurrido amigo disfrutar lugar atractivo pasar rato ciudad contaminado humo salir empresa pemex destino turistico valgar pena carino amigo familiar vivir,0.002649933512973889,0.0026470474029818307,0.00264716218740627,0.0026474347892686055,0.002648797355470166,0.002646958621812785,0.9841126661300865,6
20,es de las ciudades mas sucias de mexico por tener aqui cerca la refineria. me disgusta que se haya colocado una sede de la ug en una ciudad con tanta inseguridad y suciedad.,guanajuato,mujer,ciudad sucio mexico cerca refineria disgustar colocar sede ciudad tanto inseguridad suciedad,0.005953961928434873,0.005953999551227963,0.005955772246775641,0.005956597592491281,0.964272332199736,0.00595358195840257,0.005953754522931806,4
27,un poco peligroso pero bonito,valle de santiago,otro,peligroso bonito,0.03586685133235085,0.035840976629001826,0.03576788915343851,0.7851422231133751,0.03576804661151226,0.03584804540167852,0.03576596775864298,3
18,neutral,oaxaca,hombre,neutral,0.07142878610230198,0.0714287544657771,0.0714287284900525,0.5714273135778123,0.07142872897425762,0.07142896550827885,0.0714287228815197,3
19,es buen lugar para asentarse siendo foraneo,arandas,hombre,lugar asentar foraneo,0.02387745837367768,0.023822972184831353,0.023818064928432036,0.023812384342775685,0.02382112886112311,0.023809601860430737,0.8570383894487295,6
22,"es una ciudad que le hacen falta arboles y atenciones como baches en la ciudad, ademas hay lugares que se ven bandalizados",irapuato,mujer,ciudad falta arbol atencion bache ciudad lugar ver bandalizado,0.007955174558836632,0.00794304932718526,0.9523196772694362,0.007943675596819128,0.00795161301581911,0.007936536648294584,0.007950273583608865,2
18,es un lugar peligroso pero te adaptas,villagran,mujer,lugar peligroso adaptar,0.023971184679016145,0.8568127449281111,0.023824040025129934,0.023836558666488955,0.023829268466672413,0.023858205109669715,0.023867998124911895,1
20,es un buen lugar para vivir,salamanca,hombre,lugar vivir,0.7855940256787254,0.03572665895560089,0.03572214475987543,0.035727718652535045,0.035746566162566155,0.03573792252531407,0.035744963265383026,0
20,te bueno salamanca,guanajuato,hombre,salamanca,0.07175188130710468,0.5700327740558684,0.07149695707662754,0.07179477057908502,0.07175157647688807,0.07159771321252713,0.07157432729189926,1
21,"aqui naci lo visito por la universidad, me gusta su jardin principal y la calides de la gente",cortazar,mujer,naci visito universidad gustar jardin principal calid gente,0.008928591556436032,0.008931728876577547,0.008928586244072334,0.008928588117258291,0.9464135918675661,0.008928607706315459,0.008940305631774193,4
20,"en general, hay mucha contaminacion. respecto a la seguridad, hay mucha delincuencia (como la hay en otros municipios del estado).",irapuato,mujer,general contaminacion seguridad delincuencia municipio,0.014285727108096889,0.014286751648633,0.014289608883403082,0.014293594826570465,0.014294059642893587,0.9142550074682628,0.014295250422140166,5
22,el gobierno podria implementar una mayor cultura de lugares atractivos pero la inseguridad viene cada dia mas fuerte y cierran mas lugares debido a su mala gestion,salamanca,mujer,gobierno implementar cultura lugar atractivo inseguridad venir fuerte cerrar lugar malo gestion,0.005967791244937051,0.005957601765804898,0.005956488358853885,0.005953120986366159,0.9642509558430767,0.005953580967322615,0.0059604608336386216,4
21,una ciudad con potencial turistico pero brutalmente abandonada y descuidada,salamanca,hombre,ciudad potencial turistico brutalmente abandonado descuidar,0.0119069039041559,0.011931369001273298,0.9284963911290542,0.01192956658405506,0.01191738604548206,0.011904808736259985,0.011913574599719408,2
20,"mi opinion es que salamanca se convierte en algo malo por su inseguridad que vive actualmente, aparte de que no cuenta con tantas atracciones sociales para la estancia o visita",guanajuato,hombre,opinion salamanca convertir malo inseguridad vivir actualmente aparte tanto atraccion social estancia visita,0.005499766816877385,0.005497550848395312,0.005494848066271666,0.005496599856867429,0.9670162050194131,0.0054971593849213055,0.00549787000725389,4
22,vete de aqui lo mas pronto posible. :dd,guanajuato,hombre,vetir,0.07142878610230197,0.0714287544657771,0.07142872849005248,0.5714273135778123,0.0714287289742576,0.07142896550827883,0.07142872288151969,3
20,"es un lugar bastante inseguro, contaminado, aburrido y poco atractivo, no es muy apto para el turismo",salamanca,hombre,lugar inseguro contaminado aburrido atractivo apto turismo,0.9387574197434688,0.010204833605365286,0.01020720067845523,0.010204249647557319,0.010210551794900519,0.010204107187588733,0.010211637342663973,0
20,"me gusta la ciudad porque es pequena, no tiene trafico, tiene lugares muy lindos a las afueras de la ciudad para vistas bonitas, hacer hiking, rutas de bici etc... y son pocos los buenos restaurantes pero con valor agregado c/u.",leon,mujer,gustar ciudad pequen trafico lugar lindo afuera ciudad vistas bonitas hiking ruta bici restaurante valor agregado,0.004466835634115104,0.004465724394540563,0.0044692131605831385,0.004468394599108138,0.004467774964494224,0.004464302773859336,0.9731977544732995,6
27,"pesimo sistema de transporte en horarios vespertinos o de fin de semana, muy sucias sus calles, su gobierno ni hablar, sin embargo, tiene mucha cultura solo q no es valorada como es debido y vaya q si tiene paisajes naturales increibles, aunque privatizados y el ecoparque tambien es agradable, aunque seco el estanque ;( y la variedad de gastronomia como sus precios son muy buenos. en la parte turistica tiene mucho potencial lastima q al gobierno no le interesa.",guanajuato,mujer,pesimo sistema transporte horario vespertino semana sucio calle gobierno hablar cultura valorar paisaje natural increibl privatizado ecoparque agradable seco estanque variedad gastronomia precio turistico potencial lastimo gobierno interesar,0.0025513889575646217,0.984689603478685,0.0025521385761161884,0.002551544575970615,0.002552241062623184,0.002551028791556418,0.0025520545574840587,1
24,"tiene muy buena gastronomia, pero creo que no es un lugar muy atractivo para visitar",irapuato,hombre,gastronomia lugar atractivo visitar,0.017988191203749747,0.017890185246300382,0.8925323080440266,0.01788835884327074,0.01791843256293049,0.01785720665339173,0.017925317446330354,2
22,es un lugar lindo pero hay muchas cosas que se pueden cambiar,salamanca,mujer,lugar lindo cosa cambiar,0.017901681606796407,0.01787079501993342,0.017861626073529244,0.017858648510226373,0.017868919852894117,0.017871062776136894,0.8927672661604835,6
22,"salamanca esta muy descuidado en su infraestructura, lugares muy viejos que se caen a pedazos, no dan mantenimiento a las plazas como galerias principalmente, en general la zona sur de salamanca esta muy descuidado, muchas calles sin pavimento actualmente, areas verdes muy feas, calles por igual muy descuidadas, incluyendo a las rancherias que le pertenecen a salamanca tienen su lado bonito o turistico, pero tampoco les dan su debido mantenimiento a las rancherias, precios elevados, como si todos en salamanca ganamos sueldo de petroleros, las ciudades de los alrededores tienen mas variedad en todos los aspectos y a precios mas accesibles.",salamanca,hombre,salamanca descuidado infraestructura lugar viejo caer pedazos mantenimiento plaza galeria principalmente general zona sur salamanca descuidado calle pavimento actualmente area verde feo calle descuidado incluir rancheria pertenecer salamanca bonito turistico mantenimiento rancheria precio elevado salamanca ganar sueldo petrolero ciudad alrededor variedad aspecto precio accesibl,0.0016246061370731224,0.9902518297066598,0.001624524622179817,0.0016255362416043831,0.0016250030071613616,0.001624274577877651,0.0016242257074438418,1
19,esta muy feo... es peligroso salir ya sea de dia o de noche,guanajuato,mujer,feo peligroso salir noche,0.017870771445313433,0.017868632821251774,0.017857154498412856,0.01786263604524376,0.017857154533703803,0.8928187231646987,0.01786492749137573,5
21,"faltan muchas cosas para que salamanca sea mucho mejor, pero empezando con la inseguridad no ayuda en nada en general.",salamanca,mujer,faltar cosa salamanca empezar inseguridad ayudar general,0.01021548397862333,0.010218023599650574,0.010206414110327654,0.010214337811880973,0.010216950891159362,0.9387180748679615,0.010210714740396495,5
21,"siento que salamanca es una ciudad en la que todavia se necesita invertir mas en seguridad, como ocurre en muchas ciudades de mexico. sin embargo, considero que aqui se ha descuidado un poco la ciudad en aspectos basicos como la limpieza, el riego de areas verdes y el mantenimiento en general. ademas, ultimamente he percibido que la vida nocturna termina mas temprano, lo que da la impresion de un “toque de queda” no oficial. por estas razones, pienso que salamanca no es considerada una ciudad muy turistica. aun asi, debo reconocer que tiene aspectos positivos. durante las fiestas y en el tianguis, por ejemplo, se pueden encontrar muchos productos y comida a precios muy accesibles. tambien, cuando se realizan eventos especiales como la feria del elote o la feria del nopal, el centro de la ciudad se reactiva y atrae a mas personas, lo cual ayuda a impulsar el comercio local y le da mas vida al lugar. en conclusion, aunque salamanca tiene areas importantes por mejorar, tambien cuenta con tradiciones y actividades que fortalecen su economia local y su identidad.",irapuato,mujer,sentir salamanca ciudad necesitar invertir seguridad ocurrir ciudad mexico considerar descuidar ciudad aspecto basico limpieza riego area verde mantenimiento general ultimamente percibir vida nocturno terminar impresion toque queda oficial razon pensar salamanca considerar ciudad turistico deber reconocer aspecto positivo fiesta tianguis ejemplo encontrar producto comida precio accesibl realizar evento especial feria elote feria nopal centro ciudad reactivo atraer persona ayudar impulsar comercio local vida lugar conclusion salamanca area importante mejorar tradicion actividad fortalecer economia local identidad,0.0009408458542021814,0.0009406028712947086,0.0009403776649877667,0.9943571329316323,0.0009403558651074181,0.0009402776845886312,0.0009404071281870754,3
19,salamanca es una ciudad algo grande pero en mi opinion esta algo descuidada.,otro,hombre,salamanca ciudad opinion descuidado,0.01787999491331282,0.01789815588271338,0.017867629492766983,0.017896783931920967,0.8927196609040973,0.01786353504495846,0.017874239830230138,4
21,"es un lugar familiar mas que turistico , falta un poco en cuanto arreglo del paisaje .",michoacan,mujer,lugar familiar turistico faltar arreglo paisaje,0.011929340555055505,0.9285050551878055,0.011909196373964814,0.011912082596377264,0.011910337834944898,0.011915320954705448,0.01191866649714657,1
21,"creo que todo lo malo de salamanca proviene de la inseguridad, y que hacen falta mas zonas para lo recreativo",salamanca,hombre,malo salamanca provenir inseguridad falta zona recreativo,0.010208286859291043,0.010219855395440226,0.010212495112570079,0.010212680693686908,0.9387239166705407,0.010209660603685555,0.010213104664785517,4
21,es un lugar excelente para turistas ya que tiene variedad de puntos de interes y un lugar relativamente comodo para los que viven aqui.,salamanca,hombre,lugar excelente turista variedad punto inter lugar relativamente comodo vivir,0.9571199263947899,0.007150025813394031,0.00714860324074781,0.007143321426991151,0.007146593430822719,0.007143543904960316,0.007147985788294114,0
20,"no vivo en salamanca, entonces mi opinion al respecto no es muy genuina porque he visitado pocas veces este lugar, pero realmente lo unico que he hecho es ir al centro, es como el unico lugar donde puedes hacer algo, me parece regular, no es una gran ciudad, es una ciudad bastante promedio en guanajuato",irapuato,mujer,vivir salamanca opinion genuin visitar lugar realmente unico centro unico lugar poder regular ciudad ciudad promedio guanajuato,0.9747660379105809,0.004203694935036351,0.004206521678253717,0.004207538878773282,0.004208866260938096,0.00420221878911487,0.004205121547302839,0
23,"si bien es una ciudad relativamente pequena, cuenta con una gran cantidad de establecimientos que ofrecen variedad de actividades y comidas. la comida de salamanca es muy deliciosa, nieves, empanadas,, antojitos mexicanos y tacos. en cuestion de variedad, el centro de las artes y casa de la cultura ofrecen un espacio para la expresion artistica, y las plazas tienen cine y muchos restaurantes. tambien, centro historico es bastante interesante, uno se siente seguro ya que esta bien iluminado y la decoracion esta bien. adicionalmente, tiene buenos medios de transporte publico y es bastante comodo andar en bici o caminando. por ejemplo, la colonia bellavista y sus alrededores son una zona muy bonita para caminarla y ofrece muchisimos restaurantes y panaderias. por otro lado, la refineria en medio de la ciudad definitivamente no es algo bueno para la salud y nos genera un aroma asqueroso. ademas, los conductores casi nunca dan el paso en cruces peatonales y en general conducen mal; se saltan rojos, pasan con musica a alto volumen por las calles, no encienden sus direccionales, conducen a exceso de velocidad, etc. ahora, en temas de seguridad, personalmente nunca me he sentido en riesgo de ser asaltado o violentado, mas que ironicamente en los cruces peatonales, inclusive diria que esta mas tranquilo que otras ciudades de la entidad como irapuato o celaya.",irapuato,hombre,ciudad relativamente pequen cantidad establecimiento ofrecer variedad actividad comida comida salamanca delicios nieve empanada antojito mexicano taco cuestion variedad centro art casa cultura ofrecer espacio expresion artistico plaza cine restaurante centro historico interesante sentir seguro iluminado decoracion adicionalmente medio transporte publico comodo andar bici caminar ejemplo colonia bellavista alrededor zona bonito caminar ofrecer muchisir restaurante panaderia refineria ciudad definitivamente salud generar aroma asqueroso conductor paso cruz peatonal general conducir saltar rojo pasar musica alto volumen calle encender direccional conducir exceso velocidad tema seguridad personalmente sentir riesgo asaltar violentado ironicamen cruz peatonal inclusivir dirio tranquilo ciudad entidad irapuato celaya,0.0007290868774617572,0.0007293150938756005,0.9956247732011143,0.0007292508689076898,0.0007292240559623767,0.0007291262695441149,0.0007292236331340409,2
19,un lugar muy promedio sin mucho que ofrecer turisticamente,salamanca,hombre,lugar promedio ofrecer turisticamente,0.017931757147265956,0.8927060778032414,0.017900224994394687,0.017859688132978384,0.01786748891562985,0.017857202194883386,0.017877560811606363,1
20,su principal ventaja es que es raro encontrar trafico y los tiempos de traslado son sencillos y rapidos pero le hace falta mas variedad de establecimientos asi como actividades recreativas.,guanajuato,hombre,principal ventaja raro encontrar trafico tiempo traslado sencillo rapido falta variedad establecimiento actividad recreativa,0.00510234362634257,0.969377199811443,0.005104723450718676,0.005104686733199692,0.005103733695219932,0.005103852244868927,0.005103460438207274,1
21,"no puedo opinar mucho al respeto ya que soy de las personas que casi no salen de su casa mas que para el mandado, generalmente no salgo por la inseguridad",guanajuato,mujer,opinar respeto persona salir casa mandado generalmente salgo inseguridad,0.00793945134055155,0.00793651388551842,0.007937632218617825,0.007937774645699456,0.007938611481310023,0.9523718827199753,0.007938133708327426,5
21,saquenme de aqui ayuda,cueramaro,mujer,saquenmir ayudo,0.7857139002680764,0.035714343852506956,0.03571433573858534,0.03571434206339558,0.03571433589023692,0.035714408206309355,0.03571433398088932,0
22,"no la conozco muy bien pero todo lo que escucho de personas que viven ahi y no son de ahi es que es un lugar muy contaminado y peligroso, y no recuerdo nunca haber escuchado cosas positivas del lugar que no sean sus mercados",irapuato,hombre,conocer escuchar persona vivir lugar contaminado peligroso recordar escuchar cosa positivo lugar mercado,0.9670182824484351,0.00549661649807475,0.005494770669667835,0.005496795332279379,0.005495945010869565,0.005499328027529066,0.005498262013144307,0
20,"creo que no es un lugar al cual sea un punto de interes para conocer, me parece que hay demasiada contaminacion, es muy peligroso y no hay nada interesante que puedas hacer",salvatierra,hombre,lugar punto inter demasiado contaminacion peligroso interesante poder,0.008965757761363699,0.008936742814665036,0.008932410830835895,0.008933534343439681,0.008929961410427805,0.008938682575404717,0.9463629102638632,6
18,tiene sus puntos tanto buenos como malos pero nunca es malo intentar cosas nuevas y si tiene una comodidad bastante buena y con convivencia pues mayormente,salamanca,hombre,punto malo malo intentar cosa comodidad convivencia mayormente,0.008934943222967588,0.9463895448583495,0.008928583736885171,0.008928585293073695,0.008945907134011692,0.008934325730512423,0.008938110024199919,1
22,"en general me parece una ciudad que nos destaca por tener atractivo turistico o algo que motive a la gente a querer visitar la ciudad, no es visualmente muy bonita en su mayoria y si tiene un olor no muy agradable",dolores hidalgo,hombre,general ciudad destacar atractivo turistico motivir gente querer visitar ciudad visualmente bonito mayoria olor agradable,0.004766002547358405,0.004767175501947978,0.004767087507105617,0.004767333403840772,0.9714036338616973,0.00476471705047661,0.004764050127573397,4
23,"es una cuidad chica, por ende, no hay mucha variedad de comida, lugares, souvenirs u atracciones, aparte de que siento que no tenemos tanta cultura y esta el tema de la inseguridad tambien.",salamanca,mujer,cuidad chico ende variedad comida lugar souvenirs atraccion aparte sentir tanto cultura tema inseguridad,0.005108775400108017,0.005106855676509959,0.00511081562165971,0.0051055363491283486,0.9693590920394753,0.005102918764786137,0.00510600614833254,4
22,"soy foraneo, vengo y regreso diario, no he visto mucho y no viajo mucho asi que no podria dar una opinion muy completa",celaya,hombre,foraneo venir regreso diario ver viajar opinion completo,0.008932410790358563,0.008928589328868143,0.008931394821465238,0.00892858877801694,0.008940801268011786,0.008928609142707624,0.9464096058705717,6
22,"es muy inseguro, los transportes son caros al igual que ciertas comidas.",salamanca,mujer,inseguro transporte caro comida,0.017875708543032838,0.01786141124322022,0.017874317845671936,0.01786353288595043,0.017862829122032402,0.017857196479254107,0.892805003880838,6
22,"creo que el transporte, por ejemplo en mi caso, ya que desconozco si los demas son iguales, no deberia limitarse a las 7pm, porque muchas veces necesitamos regresar mas tarde incluso 7:30 y ya toca pedir un uber que es mas caro. tambien considero que hay muy pocas cosas para hacer e incluso para comer cuando el plan se limita a ""vamos a salir a comer"" porque no hay mucha comida de buena relacion calidad-precio. y pues tambien creo que deberia de cuidarse la higiene y comodidad del transporte publico, porque creo que si es deficiente. y que los conductores no se ofendan cuando les pagues ""precio de estudiante"".",valle de santiago,mujer,transporte ejemplo caso desconocer dema igual deberio limitar necesitar regresar tocar pedir uber caro considerar cosa comer plan limitar salir comer comida relacion calidadprecio deberio cuidar higiene comodidad transporte publico deficiente conductor ofendar paguser precio estudiante,0.0019843868424518104,0.001984948853289283,0.00198498476374082,0.001985130130322863,0.0019842483162599966,0.0019847692366027716,0.9880915318573325,6
